address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,cuisines_count,listed_in(type),listed_in(city)
"Address_490, Bangalore",Leon Grill,No,Yes,4.2/5,1943,080-8193952,HSR Layout,Pub,Steak,"Beverages, Desserts, Fast Food, South Indian, North Indian","1,200",Sample Review Text...,5,Dine-out,Bengaluru
"Address_79, Bangalore",Resto_79,Yes,Yes,4.2/5,2023,080-2145653,Marathahalli,Bar,Salad,"Fast Food, Desserts, Thai, Mexican, Beverages",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_622, Bangalore",Resto_622,Yes,Yes,4.6/5,580,080-3864292,Koramangala,Fine Dining,Biryani,"Mexican, Thai, North Indian, Chinese","1,000",Sample Review Text...,4,Buffet,Bengaluru
"Address_969, Bangalore",Empire Restaurant,No,Yes,2.9/5,2967,080-1293589,HSR Layout,Pub,Dosa,"Italian, Thai, Beverages, Desserts, Chinese",2500,Sample Review Text...,5,Delivery,Bengaluru
"Address_713, Bangalore",Resto_713,No,Yes,,1236,080-7489687,MG Road,Casual Dining,Salad,"Mexican, South Indian, Fast Food",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_938, Bangalore",Resto_938,Yes,No,4.6/5,1227,080-3875197,MG Road,Cafe,Sushi,South Indian,2000,Sample Review Text...,1,Delivery,Bengaluru
"Address_662, Bangalore",McDonald's,No,No,2.5/5,182,080-9525883,Whitefield,Cafe,Sushi,"North Indian, Chinese, Italian, Mexican, South Indian",2500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_825, Bangalore",McDonald's,No,Yes,4.1/5,1306,080-4192453,Marathahalli,Quick Service Restaurant,Burgers,"Thai, Desserts, Continental, Mexican",2000,Sample Review Text...,4,Buffet,Bengaluru
"Address_427, Bangalore",Pizza Hut,Yes,Yes,3.7/5,1705,080-2779557,Indiranagar,Cafe,Sushi,"Chinese, Thai, North Indian, South Indian",400,Sample Review Text...,4,Dine-out,Bengaluru
"Address_114, Bangalore",McDonald's,No,No,2.6/5,1009,080-9204110,Whitefield,Pub,Sushi,"Italian, Continental, Beverages",800,Sample Review Text...,3,Cafes,Bengaluru
"Address_404, Bangalore",Resto_404,No,Yes,3.1/5,1598,080-4454568,JP Nagar,Pub,Sushi,Desserts,400,Sample Review Text...,1,Cafes,Bengaluru
"Address_977, Bangalore",Pizza Hut,Yes,Yes,3.3/5,365,080-2327930,Jayanagar,Quick Service Restaurant,Salad,"South Indian, Italian, Thai",1500,Sample Review Text...,3,Delivery,Bengaluru
"Address_188, Bangalore",Resto_188,No,Yes,NEW,952,080-3977282,HSR Layout,Casual Dining,Sushi,"Desserts, North Indian, Thai, Continental, Chinese",600,Sample Review Text...,5,Delivery,Bengaluru
"Address_327, Bangalore",Nandhana Palace,No,Yes,4.6/5,631,080-9659503,HSR Layout,Quick Service Restaurant,Pasta,"Beverages, Continental, Thai, Chinese",400,Sample Review Text...,4,Dine-out,Bengaluru
"Address_997, Bangalore",Resto_997,No,Yes,3.9/5,446,080-7424539,Whitefield,Bar,Pizza,North Indian,,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_281, Bangalore",Pizza Hut,No,Yes,2.5/5,1186,080-6379509,Indiranagar,Fine Dining,Biryani,"Fast Food, Desserts, Continental, Thai",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_551, Bangalore",McDonald's,No,No,4.8/5,86,080-6740173,Jayanagar,Cafe,Steak,"Beverages, North Indian, Italian",200,Sample Review Text...,3,Buffet,Bengaluru
"Address_17, Bangalore",Resto_17,No,Yes,4.6/5,1000,080-9874152,JP Nagar,Quick Service Restaurant,Biryani,"Desserts, Beverages",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_983, Bangalore",Burger King,No,Yes,4.0/5,1649,080-3409702,Marathahalli,Cafe,Pizza,"Beverages, South Indian, North Indian, Fast Food",200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_518, Bangalore",Resto_518,No,Yes,2.3/5,2322,080-7858398,HSR Layout,Cafe,Salad,"North Indian, South Indian",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_699, Bangalore",Leon Grill,Yes,Yes,NEW,489,080-5655311,Koramangala,Bakery,Burgers,Thai,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_899, Bangalore",Resto_899,Yes,No,2.9/5,1543,080-8189752,Indiranagar,Casual Dining,Salad,Chinese,200,Sample Review Text...,1,Delivery,Bengaluru
"Address_670, Bangalore",Pizza Hut,Yes,Yes,3.0/5,2310,080-4534635,MG Road,Quick Service Restaurant,Steak,"Mexican, Thai, South Indian",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_608, Bangalore",Nandhana Palace,Yes,No,4.1/5,875,080-4559708,Marathahalli,Pub,Burgers,"Italian, Beverages, Chinese",1500,Sample Review Text...,3,Delivery,Bengaluru
"Address_576, Bangalore",Resto_576,Yes,Yes,NEW,2331,080-6024905,MG Road,Cafe,Salad,"Desserts, South Indian",2500,Sample Review Text...,2,Cafes,Bengaluru
"Address_616, Bangalore",Onesta,No,Yes,3.0/5,2418,080-7100930,JP Nagar,Bar,Steak,"Desserts, South Indian, Chinese",600,Sample Review Text...,3,Cafes,Bengaluru
"Address_219, Bangalore",Onesta,No,Yes,,2751,080-2699372,Indiranagar,Casual Dining,Dosa,"Desserts, South Indian, Chinese, Mexican, Continental",400,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_718, Bangalore",Resto_718,No,Yes,2.9/5,145,080-2410072,Indiranagar,Quick Service Restaurant,Pizza,Beverages,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_69, Bangalore",Burger King,Yes,Yes,3.9/5,2258,080-2595275,HSR Layout,Bakery,Sushi,"Italian, Mexican, Thai, Beverages",2000,Sample Review Text...,4,Cafes,Bengaluru
"Address_252, Bangalore",Empire Restaurant,Yes,No,2.2/5,2635,080-2985251,,Cafe,Burgers,"South Indian, Fast Food",1200,Sample Review Text...,2,Cafes,Bengaluru
"Address_59, Bangalore",KFC,No,Yes,3.8/5,2776,080-1559763,Jayanagar,Fine Dining,Sushi,North Indian,1000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_600, Bangalore",Leon Grill,Yes,Yes,2.1/5,534,080-5114686,Marathahalli,Fine Dining,Steak,"South Indian, Italian, Beverages",1000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_49, Bangalore",Resto_49,No,No,4.2/5,833,080-5014745,Whitefield,Pub,Pasta,"Continental, Desserts",2000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_982, Bangalore",Onesta,No,Yes,4.5/5,948,080-8543762,,Casual Dining,Biryani,"South Indian, Beverages, Thai, Italian, North Indian",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_241, Bangalore",Nandhana Palace,Yes,No,3.3/5,1656,080-2060950,MG Road,Quick Service Restaurant,Biryani,Mexican,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_854, Bangalore",McDonald's,No,Yes,4.4/5,1529,080-8611052,MG Road,Pub,Pasta,"Italian, Thai, Mexican, Beverages",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_107, Bangalore",Onesta,Yes,Yes,3.5/5,986,080-8895137,HSR Layout,Pub,Dosa,"North Indian, Fast Food, Continental",2000,Sample Review Text...,3,Buffet,Bengaluru
"Address_253, Bangalore",Nandhana Palace,No,No,3.7/5,2651,080-3260294,MG Road,Casual Dining,Biryani,"North Indian, South Indian",3000,Sample Review Text...,2,Buffet,Bengaluru
"Address_931, Bangalore",Leon Grill,No,Yes,2.1/5,2824,080-6139499,MG Road,Pub,Steak,"North Indian, Desserts, Italian",600,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_873, Bangalore",Resto_873,Yes,No,3.1/5,2255,080-8629616,MG Road,Casual Dining,Dosa,Italian,"1,000",Sample Review Text...,1,Buffet,Bengaluru
"Address_5, Bangalore",Onesta,Yes,No,4.2/5,2207,080-1790481,Whitefield,Fine Dining,Pizza,"Mexican, Fast Food, Thai, Chinese, Beverages",2500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_341, Bangalore",McDonald's,Yes,No,2.2/5,2990,080-6242875,Whitefield,Bakery,Biryani,"Chinese, Beverages, Fast Food, Desserts, Italian",400,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_139, Bangalore",McDonald's,Yes,Yes,4.6/5,2835,080-1552000,Marathahalli,Quick Service Restaurant,Pasta,Chinese,"1,000",Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_857, Bangalore",Empire Restaurant,No,Yes,3.0/5,1047,080-6889724,Marathahalli,Bar,Salad,"Beverages, Chinese, Mexican, Thai",3000,Sample Review Text...,4,Delivery,Bengaluru
"Address_77, Bangalore",McDonald's,Yes,No,4.7/5,360,080-9790632,MG Road,Bar,Pizza,Italian,1500,Sample Review Text...,1,Cafes,Bengaluru
"Address_85, Bangalore",Empire Restaurant,No,Yes,2.4/5,740,080-5780297,Jayanagar,Fine Dining,Salad,"North Indian, Mexican, Thai, Desserts",800,Sample Review Text...,4,Dine-out,Bengaluru
"Address_959, Bangalore",Resto_959,Yes,No,-,1197,080-7833008,HSR Layout,Cafe,Burgers,"Beverages, Desserts, Thai, Mexican",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_37, Bangalore",Pizza Hut,No,No,4.1/5,1099,080-8796514,JP Nagar,Bar,Steak,"Chinese, Continental",2000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_555, Bangalore",Resto_555,Yes,No,4.7/5,2914,080-6396217,MG Road,Cafe,Burgers,"North Indian, South Indian, Fast Food",200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_421, Bangalore",Resto_421,Yes,Yes,2.8/5,2530,080-6423167,Marathahalli,Cafe,Steak,"Fast Food, Desserts, Chinese",200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_458, Bangalore",KFC,Yes,Yes,3.5/5,76,080-8452933,Indiranagar,Fine Dining,Pizza,"South Indian, North Indian, Continental, Mexican, Chinese",800,Sample Review Text...,5,Buffet,Bengaluru
"Address_663, Bangalore",Resto_663,Yes,Yes,4.9/5,321,080-9854283,Indiranagar,Cafe,Biryani,"Beverages, Fast Food, Mexican, Continental, Thai",400,Sample Review Text...,5,Buffet,Bengaluru
"Address_60, Bangalore",Resto_60,No,No,2.5/5,541,080-6682698,JP Nagar,Pub,Pizza,"Continental, South Indian, Fast Food, Mexican, Italian",1000,Sample Review Text...,5,Cafes,Bengaluru
"Address_14, Bangalore",Onesta,Yes,Yes,4.8/5,2372,080-9910817,Koramangala,Fine Dining,Pasta,"North Indian, Fast Food, Desserts","2,500",Sample Review Text...,3,Delivery,Bengaluru
"Address_674, Bangalore",Resto_674,No,No,4.1/5,2752,080-1597875,Indiranagar,Fine Dining,Biryani,"North Indian, Mexican, Chinese",2500,Sample Review Text...,3,Dine-out,Bengaluru
"Address_465, Bangalore",Resto_465,Yes,No,NEW,2860,080-9469478,Indiranagar,Bar,Sushi,"Beverages, Continental",1500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_242, Bangalore",McDonald's,Yes,No,2.9/5,354,080-3288101,Whitefield,Bar,Steak,"Mexican, Fast Food, North Indian, Italian",600,Sample Review Text...,4,Buffet,Bengaluru
"Address_160, Bangalore",McDonald's,No,No,4.8/5,2107,080-6403886,Indiranagar,Cafe,Burgers,"North Indian, Continental, South Indian, Thai",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_676, Bangalore",Onesta,Yes,Yes,,2817,080-4020978,Whitefield,Pub,Dosa,"Fast Food, Italian, Thai, Beverages",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_777, Bangalore",Pizza Hut,No,No,4.8/5,1133,080-5415321,Marathahalli,Bar,Pasta,Thai,2000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_503, Bangalore",Nandhana Palace,No,No,2.5/5,848,080-6425211,MG Road,Bakery,Pasta,Italian,800,Sample Review Text...,1,Delivery,Bengaluru
"Address_924, Bangalore",Resto_924,No,No,3.8/5,510,080-3150688,MG Road,Quick Service Restaurant,Pasta,"Desserts, North Indian, Chinese, Italian, Continental",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_4, Bangalore",Pizza Hut,Yes,No,4.3/5,938,080-6279418,Koramangala,Bar,Burgers,"Mexican, Continental, Chinese",800,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_565, Bangalore",Leon Grill,Yes,No,2.5/5,1155,080-3407905,Koramangala,Quick Service Restaurant,Pizza,"South Indian, Mexican",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_858, Bangalore",Resto_858,No,Yes,3.6/5,339,080-5049661,HSR Layout,Fine Dining,Salad,Desserts,1500,Sample Review Text...,1,Delivery,Bengaluru
"Address_803, Bangalore",McDonald's,No,Yes,2.2/5,1556,080-8363043,Jayanagar,Quick Service Restaurant,Biryani,"Chinese, Italian, South Indian, Thai, Fast Food",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_158, Bangalore",KFC,No,Yes,3.9/5,1013,080-2459332,Whitefield,Bar,Salad,Desserts,1000,Sample Review Text...,1,Delivery,Bengaluru
"Address_46, Bangalore",Pizza Hut,No,No,3.4/5,329,080-1348050,Koramangala,Bakery,Dosa,"Fast Food, Continental, North Indian",400,Sample Review Text...,3,Buffet,Bengaluru
"Address_101, Bangalore",Resto_101,No,No,4.4/5,302,080-6779998,Jayanagar,Quick Service Restaurant,Pasta,Desserts,2000,Sample Review Text...,1,Buffet,Bengaluru
"Address_834, Bangalore",Pizza Hut,Yes,Yes,3.5/5,1016,080-5967790,MG Road,Bakery,Biryani,Continental,1000,Sample Review Text...,1,Delivery,Bengaluru
"Address_307, Bangalore",Resto_307,No,Yes,NEW,1565,080-6524481,HSR Layout,Bakery,Salad,"Fast Food, South Indian","1,500",Sample Review Text...,2,Buffet,Bengaluru
"Address_751, Bangalore",McDonald's,Yes,Yes,4.8/5,460,080-8813403,Jayanagar,Bar,Salad,"Chinese, Desserts, Italian, Mexican, North Indian","1,500",Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_949, Bangalore",Pizza Hut,Yes,Yes,4.1/5,2636,080-2076525,Jayanagar,Pub,Steak,"Desserts, Italian, Beverages, Fast Food",800,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_513, Bangalore",McDonald's,No,No,4.7/5,1528,080-3088386,MG Road,Bakery,Steak,"Fast Food, Chinese, Mexican",200,Sample Review Text...,3,Buffet,Bengaluru
"Address_355, Bangalore",Resto_355,No,Yes,3.0/5,347,080-5001116,Marathahalli,Fine Dining,Salad,"South Indian, North Indian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_335, Bangalore",Onesta,No,Yes,2.5/5,1662,080-2031500,Indiranagar,Pub,Pizza,Fast Food,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_981, Bangalore",Leon Grill,Yes,Yes,,661,080-8044211,Indiranagar,Bakery,Pasta,"Beverages, South Indian, Chinese, Thai, Desserts",1000,Sample Review Text...,5,Buffet,Bengaluru
"Address_629, Bangalore",Leon Grill,Yes,No,4.1/5,1769,080-7480045,Indiranagar,Quick Service Restaurant,Steak,"North Indian, Desserts",1200,Sample Review Text...,2,Cafes,Bengaluru
"Address_94, Bangalore",Resto_94,No,No,4.2/5,1583,080-2324175,JP Nagar,Cafe,Steak,"Desserts, Thai, Continental, Mexican",400,Sample Review Text...,4,Buffet,Bengaluru
"Address_646, Bangalore",Pizza Hut,No,No,2.2/5,646,080-2860164,Whitefield,Casual Dining,Salad,"Fast Food, Italian, Continental, Beverages, Desserts",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_807, Bangalore",Resto_807,Yes,No,4.6/5,1507,080-4808186,Koramangala,Bakery,Steak,"South Indian, North Indian, Desserts",1500,Sample Review Text...,3,Dine-out,Bengaluru
"Address_199, Bangalore",Resto_199,No,Yes,3.3/5,2569,080-6471499,Jayanagar,Bar,Dosa,"Continental, Thai, Chinese, North Indian, Italian",2500,Sample Review Text...,5,Buffet,Bengaluru
"Address_422, Bangalore",Resto_422,No,No,2.7/5,390,080-1763562,Koramangala,Casual Dining,Biryani,"Italian, Desserts, Thai","3,000",Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_314, Bangalore",Onesta,Yes,Yes,3.7/5,2851,080-4387856,Jayanagar,Bakery,Salad,"Thai, Desserts, North Indian, Chinese",2000,Sample Review Text...,4,Delivery,Bengaluru
"Address_385, Bangalore",Onesta,Yes,No,3.6/5,1056,080-1294357,Marathahalli,Fine Dining,Dosa,Thai,2500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_900, Bangalore",Leon Grill,Yes,Yes,2.1/5,1193,080-6538859,JP Nagar,Fine Dining,Pizza,"Fast Food, Chinese, North Indian",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_605, Bangalore",Resto_605,No,No,3.4/5,2099,080-6227531,MG Road,Cafe,Pasta,"South Indian, Italian, Continental",1500,Sample Review Text...,3,Dine-out,Bengaluru
"Address_313, Bangalore",Empire Restaurant,No,Yes,3.3/5,1247,080-9673311,Whitefield,Bakery,Pasta,"Mexican, Continental","3,000",Sample Review Text...,2,Cafes,Bengaluru
"Address_542, Bangalore",Burger King,No,Yes,4.0/5,2921,080-1886921,Jayanagar,Fine Dining,Sushi,"South Indian, Mexican",3000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_918, Bangalore",McDonald's,Yes,No,3.2/5,159,080-7912713,Indiranagar,Casual Dining,Pizza,"South Indian, Continental, Mexican",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_184, Bangalore",Resto_184,Yes,Yes,3.8/5,2651,080-8033593,Whitefield,Bakery,Burgers,"Beverages, Desserts, North Indian, Fast Food",1000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_105, Bangalore",Onesta,Yes,No,2.9/5,2942,080-6353876,JP Nagar,Fine Dining,Burgers,"Mexican, South Indian, Thai",2500,Sample Review Text...,3,Cafes,Bengaluru
"Address_198, Bangalore",Onesta,Yes,No,3.1/5,2925,080-3804559,Koramangala,Pub,Burgers,"Beverages, South Indian, Chinese, Mexican, Italian",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_250, Bangalore",Resto_250,No,Yes,NEW,1513,080-8627651,HSR Layout,Casual Dining,Biryani,"Beverages, Thai",1500,Sample Review Text...,2,Delivery,Bengaluru
"Address_630, Bangalore",Nandhana Palace,No,No,2.5/5,1785,080-6116985,JP Nagar,Bar,Pizza,"South Indian, Italian, Continental, Chinese, Beverages",2500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_477, Bangalore",Leon Grill,Yes,Yes,2.2/5,1276,080-6752912,MG Road,Pub,Dosa,"Continental, Beverages, South Indian",600,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_287, Bangalore",Resto_287,Yes,Yes,2.7/5,2287,080-1662507,JP Nagar,Bar,Salad,"Italian, North Indian, Mexican, South Indian",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_457, Bangalore",Resto_457,No,No,3.1/5,2215,080-6181610,Koramangala,Fine Dining,Pizza,"Continental, Chinese, South Indian, Thai",200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_409, Bangalore",Resto_409,Yes,No,2.4/5,113,080-1620819,,Bar,Burgers,"Desserts, Fast Food, Mexican",1500,Sample Review Text...,3,Dine-out,Bengaluru
"Address_696, Bangalore",McDonald's,Yes,Yes,4.5/5,2744,080-1179053,JP Nagar,Fine Dining,Burgers,"Italian, Beverages, Fast Food, Desserts",1200,Sample Review Text...,4,Cafes,Bengaluru
"Address_837, Bangalore",McDonald's,No,Yes,4.4/5,141,080-2139083,Whitefield,Quick Service Restaurant,Pasta,"Fast Food, North Indian, Beverages, Thai, Mexican",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_569, Bangalore",Leon Grill,No,No,4.5/5,1575,080-5728058,Indiranagar,Bakery,Sushi,"Chinese, Italian",400,Sample Review Text...,2,Delivery,Bengaluru
"Address_463, Bangalore",Leon Grill,No,No,4.5/5,2049,080-8109386,HSR Layout,Bar,Salad,"Thai, Beverages",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_211, Bangalore",Nandhana Palace,No,Yes,4.5/5,1563,080-6749046,Whitefield,Bakery,Steak,South Indian,600,Sample Review Text...,1,Buffet,Bengaluru
"Address_682, Bangalore",Resto_682,Yes,Yes,4.3/5,173,080-3074382,Jayanagar,Quick Service Restaurant,Steak,"North Indian, Italian, Beverages",200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_401, Bangalore",Resto_401,Yes,No,4.0/5,2343,080-7338393,Marathahalli,Bakery,Sushi,"South Indian, Beverages, North Indian, Italian, Fast Food",2000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_132, Bangalore",Nandhana Palace,No,Yes,4.0/5,1624,080-6174467,HSR Layout,Pub,Dosa,"Continental, Mexican, Desserts",2500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_810, Bangalore",KFC,Yes,No,2.5/5,1574,080-3614824,MG Road,Cafe,Steak,"North Indian, Italian, Mexican, Continental",600,Sample Review Text...,4,Buffet,Bengaluru
"Address_836, Bangalore",Resto_836,No,No,2.4/5,69,080-7291943,Indiranagar,Casual Dining,Biryani,"Beverages, Desserts, Thai",600,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_344, Bangalore",Resto_344,Yes,Yes,4.1/5,2699,080-9848116,Marathahalli,Quick Service Restaurant,Biryani,"Continental, Italian",2000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_89, Bangalore",Onesta,No,Yes,2.1/5,883,080-1801102,Jayanagar,Pub,Burgers,"Beverages, Mexican, Chinese, Fast Food, South Indian",800,Sample Review Text...,5,Cafes,Bengaluru
"Address_3, Bangalore",Nandhana Palace,No,No,4.4/5,666,080-9961380,JP Nagar,Quick Service Restaurant,Burgers,"Continental, Chinese",3000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_408, Bangalore",Empire Restaurant,Yes,No,2.7/5,2807,080-5478422,Whitefield,Bar,Dosa,"Mexican, Thai, Chinese, Beverages",800,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_724, Bangalore",Nandhana Palace,Yes,No,4.2/5,1849,080-8239885,Marathahalli,Casual Dining,Steak,"Fast Food, South Indian",3000,Sample Review Text...,2,Delivery,Bengaluru
"Address_502, Bangalore",KFC,Yes,Yes,4.9/5,1380,080-3816607,HSR Layout,Fine Dining,Pasta,Italian,400,Sample Review Text...,1,Delivery,Bengaluru
"Address_659, Bangalore",Nandhana Palace,No,Yes,4.3/5,1063,080-4903596,Marathahalli,Cafe,Pizza,"South Indian, Fast Food",3000,Sample Review Text...,2,Pubs and bars,Bengaluru
